holiday,temp,clouds_all,date_time,traffic_volume,weekend
1,284.33,1,2012-10-08 16:00:00,5979,0
1,284.48,40,2012-10-08 17:00:00,5663,0
1,284.23,40,2012-10-08 18:00:00,4259,0
1,281.99,20,2012-10-08 19:00:00,3069,0
1,279.81,1,2012-10-08 20:00:00,2378,0
1,279.35,1,2012-10-08 21:00:00,2030,0
1,278.9,1,2012-10-08 22:00:00,1400,0
1,278.46,1,2012-10-08 23:00:00,917,0
0,277.78,1,2012-10-09 00:00:00,515,0
0,277.27,1,2012-10-09 01:00:00,302,0
0,277.47,1,2012-10-09 02:00:00,251,0
0,276.97,20,2012-10-09 04:00:00,798,0
0,276.52,40,2012-10-09 05:00:00,2678,0
0,276.6,40,2012-10-09 06:00:00,5733,0
0,277.31,75,2012-10-09 07:00:00,6449,0
0,278.38,90,2012-10-09 08:00:00,5765,0
0,279.35,90,2012-10-09 09:00:00,5599,0
0,281.37,90,2012-10-09 10:00:00,4534,0
0,283.11,90,2012-10-09 11:00:00,4691,0
0,284.08,75,2012-10-09 12:00:00,5067,0
0,285.14,75,2012-10-09 13:00:00,5030,0
0,286.35,90,2012-10-09 14:00:00,5300,0
0,287.23,100,2012-10-09 15:00:00,5777,0
0,288.53,90,2012-10-09 16:00:00,6349,0
0,290.37,90,2012-10-09 17:00:00,6127,0
0,290.13,90,2012-10-09 18:00:00,4460,0
0,288.86,75,2012-10-09 19:00:00,3418,0
0,287.36,90,2012-10-09 20:00:00,2775,0
0,285.11,90,2012-10-09 21:00:00,2306,0
0,283.46,90,2012-10-09 22:00:00,1846,0
0,282.45,90,2012-10-09 23:00:00,947,0
0,281.88,90,2012-10-10 00:00:00,494,0
0,281.78,90,2012-10-10 01:00:00,332,0
0,281.09,75,2012-10-10 02:00:00,261,0
0,281.17,90,2012-10-10 03:00:00,361,0
0,281.25,92,2012-10-10 06:00:00,5875,0
0,281.25,99,2012-10-10 07:00:00,6793,0
0,280.1,99,2012-10-10 08:00:00,6283,0
0,279.61,99,2012-10-10 09:00:00,5680,0
0,279.67,99,2012-10-10 10:00:00,4632,0
0,280.19,1,2012-10-10 11:00:00,4887,0
0,282.09,75,2012-10-10 12:00:00,5030,0
0,282.26,75,2012-10-10 13:00:00,5067,0
0,282.05,90,2012-10-10 14:00:00,5227,0
0,281.59,90,2012-10-10 15:00:00,5610,0
0,281.23,81,2012-10-10 16:00:00,6286,0
0,282.6,81,2012-10-10 18:00:00,4775,0
0,282.6,81,2012-10-10 19:00:00,3340,0
0,282.6,81,2012-10-10 20:00:00,3013,0
0,282.6,81,2012-10-10 21:00:00,2603,0
0,282.6,81,2012-10-10 22:00:00,1910,0
0,282.6,81,2012-10-10 23:00:00,1037,0
0,273.9,1,2012-10-11 01:00:00,347,0
0,274.4,75,2012-10-11 03:00:00,350,0
0,274.05,75,2012-10-11 04:00:00,850,0
0,273.71,40,2012-10-11 05:00:00,2791,0
0,272.66,1,2012-10-11 06:00:00,5809,0
0,272.65,1,2012-10-11 07:00:00,6798,0
0,272.52,1,2012-10-11 08:00:00,6304,0
0,275.19,20,2012-10-11 09:00:00,5291,0
0,275.34,1,2012-10-11 10:00:00,4638,0
0,284.1,50,2012-10-11 14:00:00,5557,0
0,284.1,50,2012-10-11 15:00:00,5818,0
0,283.78,75,2012-10-11 16:00:00,6272,0
0,283.52,75,2012-10-11 17:00:00,5944,0
0,283.32,90,2012-10-11 18:00:00,4949,0
0,282.06,90,2012-10-11 19:00:00,3511,0
0,281.95,90,2012-10-11 20:00:00,3039,0
0,281.81,90,2012-10-11 21:00:00,2679,0
0,282.16,90,2012-10-11 22:00:00,2094,0
0,282.53,90,2012-10-11 23:00:00,1284,0
0,283.91,90,2012-10-12 00:00:00,630,0
0,284.64,90,2012-10-12 01:00:00,410,0
0,284.61,90,2012-10-12 02:00:00,331,0
0,283.18,72,2012-10-12 03:00:00,372,0
0,282.26,72,2012-10-12 04:00:00,739,0
0,280.77,72,2012-10-12 05:00:00,2561,0
0,278.53,75,2012-10-12 06:00:00,5586,0
0,277.64,75,2012-10-12 07:00:00,6992,0
0,277.9,90,2012-10-12 08:00:00,5860,0
0,278.18,90,2012-10-12 09:00:00,5230,0
0,279.29,75,2012-10-12 10:00:00,4864,0
0,280.45,75,2012-10-12 11:00:00,5146,0
0,280.95,40,2012-10-12 12:00:00,5526,0
0,281.74,40,2012-10-12 13:00:00,5383,0
0,281.84,75,2012-10-12 14:00:00,5758,0
0,282.45,75,2012-10-12 15:00:00,5889,0
0,282.2,75,2012-10-12 16:00:00,6057,0
0,281.54,40,2012-10-12 17:00:00,6028,0
0,280.21,20,2012-10-12 18:00:00,5257,0
0,282.2,56,2012-10-12 23:00:00,1897,0
0,272.58,1,2012-10-13 00:00:00,1335,1
0,272.06,1,2012-10-13 01:00:00,769,1
0,270.99,1,2012-10-13 02:00:00,570,1
0,270.29,20,2012-10-13 03:00:00,413,1
0,269.48,1,2012-10-13 04:00:00,399,1
0,269.27,1,2012-10-13 05:00:00,740,1
0,268.91,1,2012-10-13 06:00:00,1420,1
0,268.98,75,2012-10-13 07:00:00,2220,1
0,269.23,40,2012-10-13 08:00:00,3479,1
0,272.61,40,2012-10-13 09:00:00,4546,1
0,276.78,20,2012-10-13 10:00:00,4579,1
0,279.22,1,2012-10-13 11:00:00,4438,1
0,280.35,1,2012-10-13 12:00:00,4623,1
0,281.81,1,2012-10-13 13:00:00,4440,1
0,283.05,1,2012-10-13 14:00:00,4495,1
0,283.96,1,2012-10-13 15:00:00,4483,1
0,284.53,1,2012-10-13 16:00:00,4591,1
0,284.44,1,2012-10-13 17:00:00,4477,1
0,283.64,1,2012-10-13 18:00:00,4221,1
0,281.85,20,2012-10-13 19:00:00,3672,1
0,281.38,1,2012-10-13 20:00:00,3015,1
0,281.84,75,2012-10-13 21:00:00,2769,1
0,282.23,90,2012-10-13 22:00:00,2875,1
0,282.18,90,2012-10-13 23:00:00,1931,1
0,282.49,90,2012-10-14 00:00:00,1309,1
0,282.54,90,2012-10-14 01:00:00,870,1
0,282.58,90,2012-10-14 02:00:00,654,1
0,282.23,90,2012-10-14 03:00:00,364,1
0,282.08,90,2012-10-14 04:00:00,262,1
0,282.23,90,2012-10-14 05:00:00,505,1
0,282.24,90,2012-10-14 06:00:00,861,1
0,282.24,90,2012-10-14 07:00:00,1132,1
0,282.24,57,2012-10-14 08:00:00,1797,1
0,282.43,57,2012-10-14 09:00:00,2685,1
0,282.33,57,2012-10-14 10:00:00,3370,1
0,282.82,57,2012-10-14 11:00:00,3662,1
0,283.33,57,2012-10-14 12:00:00,4076,1
0,283.75,93,2012-10-14 13:00:00,4128,1
0,284.09,93,2012-10-14 14:00:00,4358,1
0,284.55,93,2012-10-14 15:00:00,4342,1
0,284.68,93,2012-10-14 16:00:00,4234,1
0,284.64,93,2012-10-14 17:00:00,4271,1
0,284.4,93,2012-10-14 18:00:00,4080,1
0,284.17,93,2012-10-14 19:00:00,3453,1
0,284.03,93,2012-10-14 20:00:00,2718,1
0,283.58,93,2012-10-14 21:00:00,2439,1
0,283.04,93,2012-10-14 22:00:00,1819,1
0,281.95,93,2012-10-14 23:00:00,1002,1
0,281.61,93,2012-10-15 00:00:00,542,0
0,281.57,85,2012-10-15 01:00:00,303,0
0,281.42,85,2012-10-15 02:00:00,239,0
0,281.29,85,2012-10-15 03:00:00,335,0
0,281.02,85,2012-10-15 04:00:00,810,0
0,280.82,85,2012-10-15 05:00:00,2606,0
0,280.39,85,2012-10-15 06:00:00,5714,0
0,280.19,100,2012-10-15 07:00:00,6798,0
0,279.82,100,2012-10-15 08:00:00,6114,0
0,279.75,100,2012-10-15 09:00:00,5094,0
0,280.07,100,2012-10-15 10:00:00,4473,0
0,280.32,90,2012-10-15 11:00:00,4529,0
0,281.72,100,2012-10-15 12:00:00,4823,0
0,284.01,40,2012-10-15 13:00:00,4872,0
0,285.88,1,2012-10-15 14:00:00,5238,0
0,286.87,1,2012-10-15 15:00:00,5584,0
0,287.6,20,2012-10-15 16:00:00,6246,0
0,287.27,20,2012-10-15 17:00:00,5957,0
0,286.18,20,2012-10-15 18:00:00,4535,0
0,285.2,75,2012-10-15 19:00:00,3234,0
0,284.68,75,2012-10-15 20:00:00,2677,0
0,284.49,90,2012-10-15 21:00:00,2077,0
0,283.54,20,2012-10-15 22:00:00,1380,0
0,282.33,75,2012-10-15 23:00:00,927,0
0,281.21,20,2012-10-16 00:00:00,500,0
0,279.87,1,2012-10-16 01:00:00,324,0
0,278.93,1,2012-10-16 02:00:00,257,0
0,277.91,1,2012-10-16 03:00:00,354,0
0,277.21,1,2012-10-16 04:00:00,769,0
0,276.61,1,2012-10-16 05:00:00,2769,0
0,276.11,1,2012-10-16 06:00:00,5789,0
0,274.81,20,2012-10-16 07:00:00,7055,0
0,274.99,20,2012-10-16 08:00:00,6408,0
0,277.91,20,2012-10-16 09:00:00,5254,0
0,280.71,20,2012-10-16 10:00:00,4547,0
0,283.85,20,2012-10-16 11:00:00,4784,0
0,286.01,40,2012-10-16 12:00:00,5015,0
0,286.31,1,2012-10-16 13:00:00,5057,0
0,288.15,75,2012-10-16 14:00:00,5430,0
0,289.15,75,2012-10-16 15:00:00,5813,0
0,288.99,75,2012-10-16 16:00:00,6496,0
0,288.86,75,2012-10-16 17:00:00,6429,0
0,288.16,90,2012-10-16 18:00:00,5142,0
0,287.28,68,2012-10-16 19:00:00,3311,0
0,287.04,90,2012-10-16 20:00:00,2777,0
0,286.9,90,2012-10-16 21:00:00,2331,0
0,287.09,90,2012-10-16 22:00:00,1767,0
0,287.09,90,2012-10-16 23:00:00,1093,0
0,286.89,75,2012-10-17 00:00:00,554,0
0,286.93,75,2012-10-17 01:00:00,333,0
0,286.93,90,2012-10-17 02:00:00,267,0
0,287.07,90,2012-10-17 03:00:00,358,0
0,286.56,75,2012-10-17 04:00:00,777,0
0,285.91,90,2012-10-17 05:00:00,2732,0
0,285.29,90,2012-10-17 06:00:00,5637,0
0,284.92,75,2012-10-17 07:00:00,5564,0
0,285.35,75,2012-10-17 08:00:00,6274,0
0,285.72,100,2012-10-17 09:00:00,5403,0
0,287.09,75,2012-10-17 10:00:00,4680,0
0,288.31,75,2012-10-17 11:00:00,4642,0
0,288.61,1,2012-10-17 12:00:00,4979,0
0,290.32,1,2012-10-17 13:00:00,4851,0
0,291.36,1,2012-10-17 14:00:00,4291,0
0,292.01,1,2012-10-17 15:00:00,4714,0
0,292.61,1,2012-10-17 16:00:00,6723,0
0,292.65,1,2012-10-17 17:00:00,6180,0
0,290.52,40,2012-10-17 18:00:00,4843,0
0,288.35,40,2012-10-17 19:00:00,3435,0
0,286.72,40,2012-10-17 20:00:00,2921,0
0,285.49,40,2012-10-17 21:00:00,2763,0
0,284.22,20,2012-10-17 22:00:00,1930,0
0,283.8,20,2012-10-17 23:00:00,1160,0
0,283.72,20,2012-10-18 00:00:00,654,0
0,282.8,40,2012-10-18 01:00:00,374,0
0,282.32,99,2012-10-18 02:00:00,301,0
0,282.38,99,2012-10-18 03:00:00,397,0
0,282.76,90,2012-10-18 04:00:00,794,0
0,282.88,99,2012-10-18 05:00:00,2564,0
0,284.18,75,2012-10-18 06:00:00,5358,0
0,284.69,90,2012-10-18 07:00:00,6441,0
0,285.0,90,2012-10-18 08:00:00,5536,0
0,286.9,99,2012-10-18 09:00:00,5256,0
0,288.35,90,2012-10-18 10:00:00,4619,0
0,289.59,90,2012-10-18 11:00:00,5107,0
0,288.27,99,2012-10-18 12:00:00,5147,0
0,286.41,90,2012-10-18 13:00:00,5283,0
0,285.96,90,2012-10-18 14:00:00,5704,0
0,287.04,90,2012-10-18 15:00:00,5887,0
0,287.18,90,2012-10-18 16:00:00,6307,0
0,286.94,90,2012-10-18 17:00:00,5953,0
0,286.01,90,2012-10-18 18:00:00,4519,0
0,284.67,100,2012-10-18 19:00:00,3427,0
0,283.44,100,2012-10-18 20:00:00,2921,0
0,282.51,100,2012-10-18 21:00:00,2649,0
0,281.9,90,2012-10-18 22:00:00,2005,0
0,281.85,90,2012-10-18 23:00:00,1177,0
0,281.28,90,2012-10-19 00:00:00,699,0
0,280.97,87,2012-10-19 01:00:00,436,0
0,280.44,87,2012-10-19 02:00:00,353,0
0,280.02,87,2012-10-19 03:00:00,399,0
0,279.79,87,2012-10-19 04:00:00,720,0
0,279.74,87,2012-10-19 05:00:00,2370,0
0,279.65,87,2012-10-19 06:00:00,5162,0
0,279.45,91,2012-10-19 07:00:00,5777,0
0,279.22,91,2012-10-19 08:00:00,5235,0
0,279.35,91,2012-10-19 09:00:00,4606,0
0,279.92,91,2012-10-19 10:00:00,4328,0
0,280.44,90,2012-10-19 11:00:00,4282,0
0,281.0,90,2012-10-19 12:00:00,4489,0
0,281.51,90,2012-10-19 13:00:00,4908,0
0,281.93,92,2012-10-19 14:00:00,5620,0
0,281.94,92,2012-10-19 15:00:00,5849,0
0,282.27,92,2012-10-19 16:00:00,4945,0
0,282.41,92,2012-10-19 17:00:00,4619,0
0,282.21,90,2012-10-19 18:00:00,4479,0
0,281.69,75,2012-10-19 19:00:00,3804,0
0,281.26,90,2012-10-19 20:00:00,2908,0
0,280.66,92,2012-10-19 21:00:00,2942,0
0,280.43,92,2012-10-19 22:00:00,3077,0
0,280.1,92,2012-10-19 23:00:00,2051,0
0,280.06,92,2012-10-20 00:00:00,1270,1
0,280.28,96,2012-10-20 01:00:00,773,1
0,280.38,96,2012-10-20 02:00:00,589,1
0,280.62,96,2012-10-20 03:00:00,432,1
0,280.91,96,2012-10-20 04:00:00,401,1
0,280.96,96,2012-10-20 05:00:00,759,1
0,281.13,96,2012-10-20 06:00:00,1313,1
0,281.28,100,2012-10-20 07:00:00,1824,1
0,281.19,100,2012-10-20 08:00:00,2787,1
0,281.7,100,2012-10-20 09:00:00,3713,1
0,282.02,100,2012-10-20 10:00:00,3815,1
0,282.35,100,2012-10-20 11:00:00,4339,1
0,282.71,100,2012-10-20 12:00:00,4613,1
0,283.31,48,2012-10-20 13:00:00,4507,1
0,283.79,90,2012-10-20 14:00:00,4452,1
0,284.2,75,2012-10-20 15:00:00,4636,1
0,284.32,90,2012-10-20 16:00:00,4810,1
0,284.13,75,2012-10-20 17:00:00,5125,1
0,283.14,40,2012-10-20 18:00:00,4337,1
0,281.4,40,2012-10-20 19:00:00,3644,1
0,280.47,20,2012-10-20 20:00:00,3107,1
0,279.52,20,2012-10-20 21:00:00,2929,1
0,278.85,48,2012-10-20 22:00:00,2865,1
0,278.12,48,2012-10-20 23:00:00,2340,1
0,277.94,48,2012-10-21 00:00:00,1372,1
0,275.93,60,2012-10-21 08:00:00,1928,1
0,284.09,75,2012-10-21 17:00:00,4695,1
0,282.6,75,2012-10-21 18:00:00,4335,1
0,281.72,90,2012-10-21 22:00:00,1583,1
0,281.26,90,2012-10-21 23:00:00,959,1
0,281.29,75,2012-10-22 00:00:00,498,0
0,281.01,75,2012-10-22 01:00:00,306,0
0,280.57,40,2012-10-22 02:00:00,259,0
0,280.54,75,2012-10-22 03:00:00,324,0
0,279.37,8,2012-10-22 04:00:00,806,0
0,279.18,8,2012-10-22 05:00:00,2622,0
0,279.05,8,2012-10-22 06:00:00,5456,0
0,282.7,38,2012-10-22 10:00:00,4324,0
0,286.17,40,2012-10-22 11:00:00,4378,0
0,288.61,75,2012-10-22 12:00:00,4639,0
0,290.59,20,2012-10-22 13:00:00,4546,0
0,292.21,75,2012-10-22 14:00:00,5006,0
0,293.56,75,2012-10-22 15:00:00,5361,0
0,293.43,40,2012-10-22 16:00:00,6101,0
0,293.4,40,2012-10-22 17:00:00,5781,0
0,291.47,20,2012-10-22 18:00:00,4272,0
0,289.17,20,2012-10-22 19:00:00,3091,0
0,287.28,1,2012-10-22 20:00:00,2434,0
0,286.1,1,2012-10-22 21:00:00,1984,0
0,285.45,75,2012-10-22 22:00:00,1383,0
0,285.33,90,2012-10-22 23:00:00,959,0
0,285.07,90,2012-10-23 00:00:00,511,0
0,284.58,90,2012-10-23 01:00:00,346,0
0,283.88,75,2012-10-23 02:00:00,253,0
0,283.55,75,2012-10-23 03:00:00,349,0
0,282.85,20,2012-10-23 04:00:00,807,0
0,282.42,20,2012-10-23 05:00:00,2669,0
0,282.13,75,2012-10-23 06:00:00,5210,0
0,281.85,40,2012-10-23 07:00:00,6083,0
0,281.85,20,2012-10-23 08:00:00,5790,0
0,283.07,75,2012-10-23 09:00:00,5484,0
0,284.53,90,2012-10-23 10:00:00,4407,0
0,285.6,75,2012-10-23 11:00:00,4725,0
0,286.63,90,2012-10-23 12:00:00,4826,0
0,286.75,99,2012-10-23 13:00:00,4945,0
0,287.97,90,2012-10-23 14:00:00,5065,0
0,288.54,99,2012-10-23 15:00:00,5618,0
0,288.72,90,2012-10-23 16:00:00,6094,0
0,288.53,90,2012-10-23 17:00:00,5844,0
0,288.16,90,2012-10-23 18:00:00,4649,0
0,287.59,90,2012-10-23 19:00:00,3180,0
0,287.21,90,2012-10-23 20:00:00,2963,0
0,286.29,90,2012-10-23 21:00:00,2450,0
0,285.7,90,2012-10-23 22:00:00,1613,0
0,285.61,90,2012-10-23 23:00:00,1021,0
0,285.37,99,2012-10-24 00:00:00,580,0
0,285.51,90,2012-10-24 01:00:00,298,0
0,285.6,100,2012-10-24 02:00:00,261,0
0,285.99,100,2012-10-24 03:00:00,408,0
0,285.94,100,2012-10-24 04:00:00,793,0
0,285.97,90,2012-10-24 05:00:00,2643,0
0,285.73,90,2012-10-24 06:00:00,5593,0
0,285.5,90,2012-10-24 07:00:00,5722,0
0,285.55,90,2012-10-24 08:00:00,5607,0
0,285.93,90,2012-10-24 09:00:00,5492,0
0,286.34,90,2012-10-24 10:00:00,4542,0
0,286.82,90,2012-10-24 11:00:00,4720,0
0,288.36,90,2012-10-24 12:00:00,4982,0
0,289.08,90,2012-10-24 13:00:00,5032,0
0,289.88,90,2012-10-24 14:00:00,5212,0
0,290.24,90,2012-10-24 15:00:00,5661,0
0,290.01,90,2012-10-24 16:00:00,5812,0
0,289.62,90,2012-10-24 17:00:00,5855,0
0,289.61,90,2012-10-24 18:00:00,4416,0
0,289.06,90,2012-10-24 19:00:00,3118,0
0,288.34,75,2012-10-24 20:00:00,2877,0
0,287.06,20,2012-10-24 21:00:00,2498,0
0,287.41,75,2012-10-24 22:00:00,1701,0
0,287.52,90,2012-10-24 23:00:00,1028,0
0,287.81,90,2012-10-25 00:00:00,578,0
0,287.29,75,2012-10-25 01:00:00,354,0
0,287.23,90,2012-10-25 02:00:00,272,0
0,286.44,90,2012-10-25 03:00:00,370,0
0,285.32,90,2012-10-25 04:00:00,809,0
0,285.43,90,2012-10-25 05:00:00,2641,0
0,285.53,75,2012-10-25 06:00:00,4957,0
0,285.2,90,2012-10-25 07:00:00,6036,0
0,285.02,90,2012-10-25 08:00:00,5309,0
0,286.43,90,2012-10-25 10:00:00,4438,0
0,287.36,90,2012-10-25 11:00:00,4723,0
0,287.6,90,2012-10-25 12:00:00,4879,0
0,287.29,90,2012-10-25 13:00:00,5062,0
0,286.41,90,2012-10-25 14:00:00,5450,0
0,285.8,90,2012-10-25 15:00:00,5888,0
0,285.29,90,2012-10-25 16:00:00,6473,0
0,284.77,90,2012-10-25 17:00:00,6488,0
0,284.29,90,2012-10-25 18:00:00,5351,0
0,283.79,90,2012-10-25 19:00:00,3500,0
0,283.44,90,2012-10-25 20:00:00,2856,0
0,283.22,90,2012-10-25 21:00:00,2587,0
0,282.82,90,2012-10-25 22:00:00,1979,0
0,282.13,90,2012-10-25 23:00:00,1284,0
0,281.05,90,2012-10-26 00:00:00,665,0
0,280.44,90,2012-10-26 01:00:00,432,0
0,280.07,90,2012-10-26 02:00:00,326,0
0,279.54,90,2012-10-26 03:00:00,380,0
0,278.93,90,2012-10-26 04:00:00,705,0
0,278.27,90,2012-10-26 05:00:00,2430,0
0,278.07,90,2012-10-26 06:00:00,5426,0
0,277.53,90,2012-10-26 07:00:00,6499,0
0,276.23,90,2012-10-26 08:00:00,5856,0
0,275.66,90,2012-10-26 09:00:00,5234,0
0,275.02,90,2012-10-26 10:00:00,4695,0
0,275.03,90,2012-10-26 11:00:00,5341,0
0,274.5,90,2012-10-26 12:00:00,5943,0
0,275.01,90,2012-10-26 13:00:00,5874,0
0,275.38,90,2012-10-26 14:00:00,5879,0
0,275.85,90,2012-10-26 15:00:00,6060,0
0,276.56,90,2012-10-26 16:00:00,6348,0
